"No.","Time","Source","Destination","Protocol","Length","Signal strength (RSSI)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"2611","13.799312","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-56 dBm","-90 dBm","34 dB","Beacon frame, SN=1378, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2641","14.003724","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1380, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2666","14.105356","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-45 dBm","-90 dBm","45 dB","Beacon frame, SN=1381, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2687","14.206394","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1382, FN=0, Flags=........C, BI=100, SSID=""Z5319476""[Malformed Packet]"
"2707","14.310899","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-49 dBm","-90 dBm","41 dB","Beacon frame, SN=1383, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2740","14.413121","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1384, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2781","14.513593","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1385, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2839","14.820775","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-46 dBm","-90 dBm","44 dB","Beacon frame, SN=1388, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2859","14.925046","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1389, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2876","15.027915","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1390, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2894","15.127997","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-56 dBm","-90 dBm","34 dB","Beacon frame, SN=1391, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2907","15.230456","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1392, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2920","15.332795","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-90 dBm","43 dB","Beacon frame, SN=1393, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2955","15.538105","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-54 dBm","-90 dBm","36 dB","Beacon frame, SN=1395, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2973","15.642251","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1396, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"2992","15.744684","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1397, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3008","15.844762","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1398, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3020","15.947322","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1399, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3034","16.051882","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-90 dBm","43 dB","Beacon frame, SN=1400, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3062","16.254356","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-90 dBm","43 dB","Beacon frame, SN=1402, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3086","16.357130","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-90 dBm","43 dB","Beacon frame, SN=1403, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3136","16.563622","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","-47 dBm","-90 dBm","43 dB","Beacon frame, SN=1405, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"3158","16.664246","f2:4c:31:a6:07:2c","ff:ff:ff:ff:ff:ff","802.11","290","0 dBm","-90 dBm","90 dB","Beacon frame, SN=1406, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
