"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"73897","66.678084","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-47 dBm","-84 dBm","37 dB","Beacon frame, SN=3837, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74014","66.780543","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-84 dBm","36 dB","Beacon frame, SN=3838, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74136","66.882866","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-49 dBm","-84 dBm","35 dB","Beacon frame, SN=3839, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74282","66.985317","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-49 dBm","-84 dBm","35 dB","Beacon frame, SN=3840, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74374","67.087691","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-49 dBm","-84 dBm","35 dB","Beacon frame, SN=3841, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74488","67.190060","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-84 dBm","36 dB","Beacon frame, SN=3842, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74611","67.292483","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3843, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74751","67.394863","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3844, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74843","67.497272","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3845, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74916","67.599664","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3846, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"74983","67.702078","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3847, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75063","67.804726","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3848, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75161","67.906913","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3849, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75274","68.009283","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-41 dBm","-84 dBm","43 dB","Beacon frame, SN=3850, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75360","68.111691","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3851, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75465","68.214070","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3852, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75537","68.316479","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3853, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75650","68.418898","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3854, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75769","68.521309","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3855, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"75892","68.623962","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3856, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"76018","68.726446","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-84 dBm","36 dB","Beacon frame, SN=3857, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"76175","68.828484","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","0 dBm","-84 dBm","84 dB","Beacon frame, SN=3858, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"76291","68.931117","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3859, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"76408","69.033304","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3860, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"76852","69.238358","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3862, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"77093","69.340527","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3863, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"77215","69.444329","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3864, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"77367","69.545292","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3865, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"77522","69.647929","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3866, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"77691","69.750137","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3867, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"77829","69.852507","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3868, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"77952","69.955154","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3869, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"78130","70.057622","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3870, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"78355","70.160879","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3871, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"78785","70.262443","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-41 dBm","-84 dBm","43 dB","Beacon frame, SN=3872, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"78925","70.364519","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-41 dBm","-84 dBm","43 dB","Beacon frame, SN=3873, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"79029","70.468032","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3874, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"79144","70.569307","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3875, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"79313","70.671757","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-38 dBm","-84 dBm","46 dB","Beacon frame, SN=3876, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"79459","70.774383","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3877, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"79617","70.876620","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3878, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"79704","70.979137","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3879, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"79842","71.081571","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3880, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"80085","71.184121","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3881, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"80345","71.286386","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3882, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"80529","71.388748","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3883, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"80792","71.490926","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3884, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"80971","71.593495","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3885, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"81155","71.695995","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3886, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"81364","71.798123","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3887, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"81499","71.900513","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3889, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"81760","72.105376","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3891, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"81885","72.207724","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3892, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"81995","72.310114","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3893, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"82143","72.412545","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3894, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"82278","72.514928","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3895, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"82403","72.617323","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-41 dBm","-84 dBm","43 dB","Beacon frame, SN=3896, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"82515","72.719734","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-47 dBm","-84 dBm","37 dB","Beacon frame, SN=3897, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"82638","72.822165","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3898, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"82746","72.924534","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3899, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"82864","73.026928","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3900, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"83027","73.129338","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3901, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"83123","73.231755","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3902, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"83227","73.334142","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3903, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"83408","73.436544","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3904, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"83551","73.538973","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3905, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"83684","73.641613","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3906, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"83848","73.743756","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3907, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"84158","73.948708","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3909, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"84298","74.050961","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3910, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"84414","74.153361","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3911, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"84539","74.255761","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3912, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"84634","74.358138","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3913, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"84776","74.460841","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3914, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"84914","74.562934","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3915, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"85095","74.665429","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3916, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"85425","74.768217","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3917, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"85691","74.870200","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-49 dBm","-84 dBm","35 dB","Beacon frame, SN=3918, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"85817","74.972539","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3919, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"85940","75.075220","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3920, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"86052","75.177405","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3921, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"86177","75.279744","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3922, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"86280","75.382177","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3923, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"86381","75.484529","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3924, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"86586","75.586951","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3925, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"86817","75.689338","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3926, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"86901","75.791761","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3927, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87001","75.894170","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3928, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87073","75.996552","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3929, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87192","76.098961","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3930, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87311","76.201392","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3931, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87451","76.303789","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3932, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87553","76.406175","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-41 dBm","-84 dBm","43 dB","Beacon frame, SN=3933, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87676","76.508903","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3934, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87796","76.610973","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-41 dBm","-84 dBm","43 dB","Beacon frame, SN=3935, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"87941","76.713588","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3936, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"88094","76.815794","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3937, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"88245","76.918179","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3938, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"88330","77.020567","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3939, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"88479","77.123287","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3940, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"88587","77.225362","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3941, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"88707","77.327877","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3942, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"88828","77.430236","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-48 dBm","-84 dBm","36 dB","Beacon frame, SN=3943, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"88928","77.532587","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3944, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"89040","77.634974","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3945, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"89337","77.839760","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3947, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"89440","77.942194","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-39 dBm","-84 dBm","45 dB","Beacon frame, SN=3948, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"89531","78.044581","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-41 dBm","-84 dBm","43 dB","Beacon frame, SN=3949, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"89670","78.147004","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-43 dBm","-84 dBm","41 dB","Beacon frame, SN=3950, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"89822","78.249862","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-42 dBm","-84 dBm","42 dB","Beacon frame, SN=3951, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"89947","78.351787","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-45 dBm","-84 dBm","39 dB","Beacon frame, SN=3952, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"90070","78.454700","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3953, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"90192","78.556566","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-46 dBm","-84 dBm","38 dB","Beacon frame, SN=3954, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"90303","78.658926","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3955, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"90448","78.761507","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-44 dBm","-84 dBm","40 dB","Beacon frame, SN=3956, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"90606","78.863803","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-37 dBm","-84 dBm","47 dB","Beacon frame, SN=3957, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"90721","78.966463","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-37 dBm","-84 dBm","47 dB","Beacon frame, SN=3958, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"90841","79.068854","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-35 dBm","-84 dBm","49 dB","Beacon frame, SN=3959, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"90992","79.171006","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3960, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"91135","79.273388","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3961, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"91302","79.375963","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-37 dBm","-84 dBm","47 dB","Beacon frame, SN=3962, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"91461","79.478284","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-39 dBm","-84 dBm","45 dB","Beacon frame, SN=3963, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"91574","79.580586","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-40 dBm","-84 dBm","44 dB","Beacon frame, SN=3964, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"91702","79.683256","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-38 dBm","-84 dBm","46 dB","Beacon frame, SN=3965, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"91825","79.785395","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-38 dBm","-84 dBm","46 dB","Beacon frame, SN=3966, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
"91965","79.887798","ca:59:d0:aa:59:da","ff:ff:ff:ff:ff:ff","802.11","444","-39 dBm","-84 dBm","45 dB","Beacon frame, SN=3967, FN=0, Flags=........C, BI=100, SSID=""Z5319476"""
